epoch,accuracy,loss,val_accuracy,val_loss
0,0.5462633371353149,1.3708282709121704,0.7840375304222107,0.5708007216453552
1,0.6533214449882507,1.0145906209945679,0.7300469279289246,0.773425817489624
2,0.6989917159080505,0.9109956622123718,0.7582159638404846,0.7240768074989319
3,0.7289442420005798,0.8046764731407166,0.7769953012466431,0.6652933955192566
4,0.7452550530433655,0.7319092154502869,0.7934272289276123,0.6251848340034485
5,0.7906287312507629,0.6236884593963623,0.7981220483779907,0.5927141904830933
